run_id,iteration,layer1_units,layer2_units,dropout_rate,learning_rate,batch_size,epochs,accuracy,precision,recall,f1_score,roc_auc,log_loss,epochs_trained
8ccd3b1dbfe04f20ac18c446722dcc1b,2,64,64,0.3,0.001,32,30,0.9135254988913526,0.8285714285714286,0.8055555555555556,0.8169014084507042,0.9449843429435266,0.32688088226342366,27
82737f1f482046f990a433c67f039faa,5,128,64,0.2,0.001,32,30,0.9090909090909091,0.8252427184466019,0.7870370370370371,0.8056872037914692,0.953784688478566,0.2341932385549303,14
b58630b3dc5048c58316d7f04e18a648,1,128,64,0.3,0.001,32,30,0.9068736141906873,0.8173076923076923,0.7870370370370371,0.8018867924528302,0.9529208508800346,0.23674534797558588,15
94ec2104c7154f6387005d65ff20305c,4,64,64,0.2,0.001,64,30,0.9024390243902439,0.8018867924528302,0.7870370370370371,0.794392523364486,0.9390454594536227,0.2811054932177106,18
3064ed7119c84f42a7bd1e4d9ef2bb49,3,64,32,0.2,0.001,32,30,0.9046563192904656,0.8217821782178217,0.7685185185185185,0.7942583732057417,0.9501943634596696,0.24469139426949035,15
13048c0469774682a7f94270d6d35162,8,128,32,0.2,0.001,64,30,0.9002217294900222,0.7889908256880734,0.7962962962962963,0.7926267281105991,0.9406921498758234,0.28267758034951007,18
a4fbb8940ba44e1aaa71f72052f65a66,6,128,32,0.3,0.001,64,30,0.8980044345898004,0.7818181818181819,0.7962962962962963,0.7889908256880734,0.9500323939099449,0.24267794085073138,14
d5995cc62b78431d96792bff4944bfdc,7,64,64,0.2,0.001,32,30,0.893569844789357,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9403952057013281,0.2665034632528136,13
