id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_365,calendar_last_scraped,number_of_reviews,availability_eoy,estimated_occupancy_l365d,review_scores_rating,review_scores_communication,review_scores_location,instant_bookable,calculated_host_listings_count,amenities_number,number_of_private_bathrooms,number_of_shared_bathrooms,estimated_response_time_hours
29078458,219125762,within a few hours,0.7979322638146167,0.7049006010171058,0,1,1,1,Geylang,Central Region,1.32231,103.886,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Private living room"", ""TV"", ""Elevator"", ""Iron"", ""Hangers""]",100.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,365,2025-09-28,0,95,0,4.454690769588468,4.297932263814617,4.611449275362319,1,1,5,0.0,1.0,14.3373440285205
29180163,128465640,within a few hours,0.7979322638146167,0.7049006010171058,0,2,1,1,Woodlands,North Region,1.44878,103.80004,Private room in rental unit,Private room,3,1.0,1 private bath,1.0,2.0,"[""Host greets you"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Stove"", ""Essentials"", ""Oven"", ""Kitchen""]",125.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,365,2025-09-28,0,95,0,4.482716131907308,4.297932263814617,4.6675,0,2,20,1.0,0.0,14.3373440285205
29302695,220733620,a few days or more,0.33,1.0,0,8,1,1,Jurong West,West Region,1.33721,103.691,Private room in home,Private room,2,1.0,1 private bath,3.0,6.0,"[""Essentials"", ""Air conditioning"", ""Private living room"", ""TV"", ""Elevator"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Washer"", ""Free parking on premises"", ""Exterior security cameras on property"", ""Shampoo"", ""Hangers"", ""Wifi""]",81.0,92,364,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,2025-09-28,42,94,0,4.98,4.95,4.88,1,4,14,1.0,0.0,48.0
29325647,97878860,within an hour,1.0,1.0,0,101,1,1,Geylang,Central Region,1.31473,103.8816,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Pool"", ""Self check-in"", ""Kitchen""]",47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,4.0,5.0,4.0,1,59,29,0.0,3.0,1.0
29344002,97878860,within an hour,1.0,1.0,0,101,1,1,Kallang,Central Region,1.30964,103.86348,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Pool"", ""Self check-in"", ""Oven"", ""Kitchen""]",47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,0,92,0,4.876472602739726,5.0,4.752945205479452,1,59,28,0.0,3.0,1.0
29355663,8948251,within a day,0.6,1.0,0,126,1,1,Geylang,Central Region,1.3147,103.88163,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""TV"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Self check-in"", ""Kitchen""]",47.0,92,365,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,2,92,0,4.0,5.0,5.0,1,73,29,0.0,3.0,24.0
29525240,138468223,within an hour,1.0,1.0,0,30,1,1,Outram,Central Region,1.28412,103.84396,Room in boutique hotel,Hotel room,2,10.0,10 baths,1.0,1.0,"[""Dryer"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Breakfast"", ""Essentials"", ""Air conditioning"", ""First aid kit"", ""Hot water"", ""Hair dryer"", ""Bed linens"", ""Washer"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Wifi""]",340.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,360,2025-09-28,2,90,0,4.5,5.0,4.0,1,5,15,10.0,0.0,1.0
29525299,138468223,within an hour,1.0,1.0,0,30,1,1,Outram,Central Region,1.28211,103.84364,Room in boutique hotel,Hotel room,1,10.0,10 baths,1.0,1.0,"[""Dryer"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Breakfast"", ""Essentials"", ""Air conditioning"", ""First aid kit"", ""Hot water"", ""Hair dryer"", ""Bed linens"", ""Washer"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Wifi""]",50.0,1,365,1.0,1.0,1.0,365.0,1.0,32.3,360,2025-09-28,7,90,6,4.43,4.29,4.86,1,5,15,10.0,0.0,1.0
29525922,138468223,within an hour,1.0,1.0,0,30,1,1,Outram,Central Region,1.28277,103.84399,Room in boutique hotel,Hotel room,2,10.0,10 shared baths,1.0,2.0,"[""Dryer"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Breakfast"", ""Essentials"", ""Air conditioning"", ""First aid kit"", ""Hot water"", ""Hair dryer"", ""Bed linens"", ""Washer"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Wifi""]",377.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,276,2025-09-28,0,36,0,4.911898734177215,5.0,4.82379746835443,1,5,15,0.0,10.0,1.0
29525951,138468223,within an hour,1.0,1.0,0,30,1,1,Outram,Central Region,1.28309,103.84296,Room in boutique hotel,Hotel room,1,10.0,10 baths,1.0,1.0,"[""Breakfast"", ""Essentials"", ""Air conditioning"", ""First aid kit"", ""Fire extinguisher"", ""Hangers"", ""Wifi""]",50.0,1,365,1.0,1.0,1.0,365.0,1.0,29.3,361,2025-09-28,31,91,18,4.61,4.87,4.87,1,5,7,10.0,0.0,1.0
29526045,138468223,within an hour,1.0,1.0,0,30,1,1,Outram,Central Region,1.28191,103.84372,Room in hotel,Hotel room,2,10.0,10 baths,1.0,1.0,"[""Dryer"", ""Luggage dropoff allowed"", ""Breakfast"", ""Essentials"", ""Air conditioning"", ""First aid kit"", ""Hot water"", ""Bed linens"", ""Washer"", ""Fire extinguisher"", ""Shampoo"", ""Hangers"", ""Wifi""]",335.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,361,2025-09-28,34,91,6,4.24,4.68,4.94,1,5,13,10.0,0.0,1.0
29552115,23336011,within an hour,1.0,0.98,1,77,1,1,Outram,Central Region,1.28324,103.84462,Room in aparthotel,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Exterior security cameras on property"", ""Wifi"", ""Air conditioning"", ""Safe"", ""Iron"", ""Carbon monoxide alarm"", ""Shower gel"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Smart lock"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Wine glasses"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Shampoo""]",301.0,1,365,1.0,3.0,89.0,89.0,2.9,89.0,349,2025-09-28,84,79,168,4.92,4.93,4.96,0,77,29,1.0,0.0,1.0
29552643,23336011,within an hour,1.0,0.98,1,77,1,1,Outram,Central Region,1.28231,103.84472,Room in aparthotel,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Free washer \u2013 In building"", ""Refrigerator"", ""Hair dryer"", ""Exterior security cameras on property"", ""Wifi"", ""Air conditioning"", ""Safe"", ""Iron"", ""Carbon monoxide alarm"", ""Shower gel"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Free dryer \u2013 In building"", ""Smart lock"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Wine glasses"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Shampoo""]",349.0,1,365,1.0,3.0,89.0,89.0,2.9,89.0,342,2025-09-28,120,74,156,4.83,4.93,4.97,0,77,28,1.0,0.0,1.0
29579499,23336011,within an hour,1.0,0.98,1,77,1,1,Outram,Central Region,1.28211,103.84669,Room in aparthotel,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Exterior security cameras on property"", ""Wifi"", ""Air conditioning"", ""Safe"", ""Iron"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Smart lock"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Induction stove"", ""Wine glasses"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Kitchen"", ""Hot water kettle"", ""Shampoo""]",388.0,1,365,1.0,3.0,89.0,89.0,2.9,89.0,342,2025-09-28,233,74,255,4.83,4.95,4.95,0,77,29,1.0,0.0,1.0
29580481,23336011,within an hour,1.0,0.98,1,77,1,1,Outram,Central Region,1.28297,103.84475,Room in aparthotel,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Iron"", ""Carbon monoxide alarm"", ""Shower gel"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Smart lock"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Shampoo""]",397.0,1,365,2.0,3.0,89.0,89.0,2.9,89.0,310,2025-09-28,37,51,60,4.92,5.0,5.0,0,77,25,1.0,0.0,1.0
29581373,23336011,within an hour,1.0,0.98,1,77,1,1,Outram,Central Region,1.2824,103.84478,Room in aparthotel,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Dryer \u2013\u00a0In unit"", ""Hair dryer"", ""Exterior security cameras on property"", ""Wifi"", ""Air conditioning"", ""Safe"", ""Iron"", ""Carbon monoxide alarm"", ""Shower gel"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Bidet"", ""TV"", ""Smart lock"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Washer \u2013\u00a0In unit"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Wine glasses"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Shampoo""]",445.0,1,365,1.0,3.0,89.0,89.0,2.9,89.0,355,2025-09-28,75,85,78,4.84,4.95,4.93,1,77,29,1.0,0.0,1.0
29634299,97878860,within an hour,1.0,1.0,0,101,1,1,Kallang,Central Region,1.30862,103.8613,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""TV with standard cable"", ""Stove"", ""Essentials"", ""Pool"", ""Kitchen""]",66.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,0,92,0,4.876472602739726,5.0,4.752945205479452,1,59,28,1.0,0.0,1.0
29665238,147912349,within a few hours,0.7979322638146167,0.7049006010171058,0,5,1,1,Toa Payoh,Central Region,1.3322,103.87853,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Patio or balcony"", ""Private entrance"", ""Free parking on premises"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Breakfast"", ""Air conditioning"", ""Coffee maker"", ""Iron"", ""Washer"", ""Hangers"", ""Lockbox"", ""Heating"", ""TV"", ""Hot water"", ""Private pool"", ""Pets allowed"", ""Essentials"", ""Self check-in"", ""Kitchen"", ""Shampoo""]",121.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,180,2025-09-28,0,95,0,4.565216131907308,4.297932263814617,4.8325,0,1,25,0.0,1.5,14.3373440285205
29768671,97878860,within an hour,1.0,1.0,0,101,1,1,Kallang,Central Region,1.30972,103.86098,Private room in rental unit,Private room,1,3.0,3 baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Pool"", ""Oven"", ""Kitchen""]",57.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,4.0,5.0,5.0,1,59,26,3.0,0.0,1.0
29996505,8948251,within a day,0.6,1.0,0,126,1,1,Geylang,Central Region,1.31473,103.8816,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Self check-in"", ""Kitchen""]",38.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,362,2025-09-28,1,92,0,5.0,5.0,4.0,0,73,28,0.0,3.0,24.0
30031199,68059127,within an hour,1.0,0.89,1,49,1,0,Bedok,East Region,1.31904,103.91294,Private room in home,Private room,3,1.5,1.5 baths,1.0,2.0,"[""Dryer"", ""Heating"", ""Essentials"", ""Air conditioning"", ""TV"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Washer"", ""Free parking on premises"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Wifi""]",130.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,120,2025-09-28,0,0,0,4.8119672131147535,5.0,4.623934426229508,0,49,14,1.5,0.0,1.0
30046453,97878860,within an hour,1.0,1.0,0,101,1,1,Outram,Central Region,1.28502,103.84349,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Hair dryer"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Private living room"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""TV with standard cable"", ""Stove"", ""Essentials"", ""Self check-in"", ""Kitchen"", ""Shampoo""]",89.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,5.0,5.0,5.0,1,59,31,1.0,0.0,1.0
30058572,97878860,within an hour,1.0,1.0,0,101,1,1,Kallang,Central Region,1.31139,103.86249,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Pool"", ""Oven"", ""Kitchen""]",47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,5.0,5.0,5.0,1,59,26,0.0,3.0,1.0
30234271,8948251,within a day,0.6,1.0,0,126,1,1,Geylang,Central Region,1.31473,103.8816,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Self check-in"", ""Kitchen""]",37.0,92,365,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,5.0,5.0,5.0,1,73,28,0.0,3.0,24.0
30274603,8689087,within a few hours,0.7979322638146167,0.7049006010171058,0,1,1,1,Bukit Merah,Central Region,1.27241,103.80987,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Air conditioning"", ""Elevator"", ""Lock on bedroom door"", ""Exterior security cameras on property"", ""Hangers"", ""Wifi""]",120.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,178,2025-09-28,0,93,0,4.487661784081221,4.297932263814617,4.677391304347826,0,1,7,0.0,1.0,14.3373440285205
30407285,228321955,within a few hours,0.7979322638146167,0.7049006010171058,0,1,1,1,Museum,Central Region,1.298855243524306,103.842740441803,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""TV"", ""Pool"", ""Kitchen"", ""Washer"", ""Free parking on premises"", ""Exterior security cameras on property""]",134.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,364,2025-09-28,0,94,0,4.633966131907308,4.297932263814617,4.97,0,1,7,1.0,0.0,14.3373440285205
30410480,97878860,within an hour,1.0,1.0,0,101,1,1,Outram,Central Region,1.2842,103.84255,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Hair dryer"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Private living room"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""TV with standard cable"", ""Stove"", ""Essentials"", ""Kitchen"", ""Shampoo""]",61.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,5.0,5.0,5.0,1,59,29,1.0,0.0,1.0
30434753,201775246,a few days or more,0.25,0.5,0,73,1,1,Kallang,Central Region,1.31128,103.86064,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Stove"", ""Essentials"", ""Pool"", ""Self check-in"", ""Oven"", ""Kitchen""]",57.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,3.0,5.0,5.0,1,44,28,0.0,3.0,48.0
30453430,201775246,a few days or more,0.25,0.5,0,73,1,1,Outram,Central Region,1.2842,103.84255,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Hair dryer"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Private living room"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""TV with standard cable"", ""Stove"", ""Essentials"", ""Kitchen"", ""Shampoo""]",66.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,5.0,5.0,5.0,1,44,29,0.0,1.5,48.0
30494592,201775246,a few days or more,0.25,0.5,0,73,1,1,Geylang,Central Region,1.3147,103.88163,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Oven"", ""Kitchen""]",47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,2,92,0,5.0,5.0,5.0,1,44,25,0.0,3.0,48.0
30520904,201775246,a few days or more,0.25,0.5,0,73,1,1,Outram,Central Region,1.28518,103.8428,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Kitchen"", ""Shampoo""]",57.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,0,92,0,3.786898734177215,2.75,4.82379746835443,1,44,27,0.0,2.0,48.0
30543386,201775246,a few days or more,0.25,0.5,0,73,1,1,Kallang,Central Region,1.31025,103.86132,Private room in rental unit,Private room,1,3.0,3 baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""TV with standard cable"", ""Stove"", ""Essentials"", ""Pool"", ""Kitchen""]",57.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,5.0,5.0,5.0,1,44,27,3.0,0.0,48.0
30570119,201775246,a few days or more,0.25,0.5,0,73,1,1,Outram,Central Region,1.28467,103.84173,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""City skyline view"", ""Long term stays allowed"", ""Heating"", ""Private living room"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""TV with standard cable"", ""Stove"", ""Essentials"", ""Kitchen"", ""Shampoo""]",76.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,5.0,5.0,5.0,1,44,30,1.0,0.0,48.0
30687199,20788085,within a few hours,0.7979322638146167,0.7049006010171058,0,1,1,1,Marine Parade,Central Region,1.30508,103.90527,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Single level home"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Elevator"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""High chair"", ""Stove"", ""Gym"", ""Essentials"", ""Pool"", ""Kitchen"", ""Crib"", ""Shampoo""]",170.0,365,1000,365.0,365.0,1000.0,1000.0,365.0,1000.0,245,2025-09-28,110,0,0,4.93,4.99,4.89,0,1,26,1.0,0.0,14.3373440285205
30778537,201775246,a few days or more,0.25,0.5,0,73,1,1,Geylang,Central Region,1.31473,103.8816,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Kitchen""]",47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,1,92,0,4.0,5.0,5.0,1,44,26,0.0,3.0,48.0
