id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_365,calendar_last_scraped,number_of_reviews,availability_eoy,estimated_occupancy_l365d,review_scores_rating,review_scores_communication,review_scores_location,instant_bookable,calculated_host_listings_count,amenities_number,number_of_private_bathrooms,number_of_shared_bathrooms,estimated_response_time_hours
50229786,300765938,within a day,0.5,0.86,0,238,1,1,Clementi,West Region,1.31816,103.76098,Entire serviced apartment,Entire home/apt,8,3.0,3 baths,4.0,4.0,"[""Host greets you"", ""Dishes and silverware"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Free parking on premises"", ""Clothing storage: dresser"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""BBQ grill"", ""TV"", ""Smoking allowed"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Kitchen"", ""Shampoo""]",350.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,0,92,0,4.05,3.5,4.6,0,49,27,3.0,0.0,24.0
50278378,156409670,a few days or more,0.33,0.11,0,545,1,1,Kallang,Central Region,1.3005,103.88423,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Oven"", ""Outlet covers"", ""Dishes and silverware"", ""Refrigerator"", ""Freezer"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Backyard"", ""Wifi"", ""Dishwasher"", ""Dryer"", ""Free street parking"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Iron"", ""Clothing storage: closet"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Window guards"", ""Long term stays allowed"", ""Body soap"", ""Extra pillows and blankets"", ""TV"", ""BBQ grill"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Bathtub"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Outdoor furniture"", ""Pool"", ""Cleaning available during stay"", ""Wine glasses"", ""Conditioner"", ""Kitchen"", ""Hot water kettle"", ""Crib"", ""Shampoo"", ""Outdoor dining area""]",160.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,2025-09-28,2,94,0,5.0,5.0,5.0,0,120,46,1.0,0.0,48.0
50332366,151196270,within a day,0.5,0.22,0,158,1,1,Bukit Merah,Central Region,1.28279,103.83422,Entire condo,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Long term stays allowed"", ""Breakfast"", ""Essentials"", ""Dedicated workspace"", ""Air conditioning"", ""TV"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Cooking basics"", ""Kitchen"", ""Washer"", ""Hangers"", ""Wifi""]",148.0,92,180,92.0,92.0,180.0,180.0,92.0,180.0,108,2025-09-28,0,0,0,4.088695652173913,3.5,4.677391304347826,0,65,15,1.0,0.0,24.0
50333798,56421978,within an hour,0.75,1.0,0,7,1,1,Kallang,Central Region,1.31798,103.85175,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,"[""Wifi \u2013 33 Mbps"", ""Free washer \u2013 In building"", ""Dishes and silverware"", ""Hair dryer"", ""Cooking basics"", ""Lock on bedroom door"", ""Air conditioning"", ""Iron"", ""Lockbox"", ""Body soap"", ""TV"", ""Hot water"", ""Bed linens"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Outdoor furniture"", ""Self check-in"", ""Kitchen"", ""Shampoo"", ""Outdoor dining area""]",58.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,365,2025-09-28,4,95,0,5.0,5.0,5.0,1,7,20,1.0,0.0,1.0
50340792,2413412,within a few hours,0.89,0.67,0,182,1,1,Kallang,Central Region,1.30965,103.86018,Private room in rental unit,Private room,1,3.0,3 shared baths,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Self check-in"", ""Kitchen""]",47.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,0,92,0,4.571472602739726,4.39,4.752945205479452,1,91,30,0.0,3.0,12.0
50402384,2413412,within a few hours,0.89,0.67,0,182,1,1,Outram,Central Region,1.28512,103.84319,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Private entrance"", ""Lock on bedroom door"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Private living room"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""TV with standard cable"", ""Stove"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen""]",79.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,362,2025-09-28,0,92,0,4.606898734177214,4.39,4.82379746835443,1,91,32,1.0,0.0,12.0
50476069,1439258,within an hour,1.0,0.99,0,88,1,1,Queenstown,Central Region,1.27971,103.78613,Room in boutique hotel,Private room,1,1.0,1 private bath,1.0,1.0,"[""Refrigerator"", ""Hair dryer"", ""Backyard"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Keypad"", ""Breakfast"", ""Air conditioning"", ""Coffee maker"", ""Iron"", ""Carbon monoxide alarm"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Hot water"", ""High chair"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Crib"", ""Shampoo""]",178.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,319,2025-09-28,2,49,6,4.0,4.5,4.5,0,49,25,1.0,0.0,1.0
50493423,138649185,within a day,0.74,0.12,0,885,1,1,Jurong West,West Region,1.34652,103.72554,Entire serviced apartment,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Oven"", ""Dishes and silverware"", ""Freezer"", ""Refrigerator"", ""First aid kit"", ""Cooking basics"", ""Backyard"", ""Patio or balcony"", ""Private entrance"", ""Wifi"", ""Clothing storage"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Dining table"", ""Shared pool"", ""Elevator"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""BBQ grill"", ""Extra pillows and blankets"", ""TV"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Outdoor furniture"", ""Cleaning available during stay"", ""Wine glasses"", ""Kitchen"", ""Hot water kettle"", ""Crib"", ""Outdoor dining area""]",295.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,2025-09-28,0,94,0,4.221176470588235,3.74,4.70235294117647,0,219,42,2.0,0.0,24.0
50537862,156409670,a few days or more,0.33,0.11,0,545,1,1,Jurong East,West Region,1.34493,103.72393,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Patio or balcony"", ""Private entrance"", ""Wifi"", ""Clothing storage"", ""Dryer"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Toaster"", ""Long term stays allowed"", ""Bidet"", ""Extra pillows and blankets"", ""TV"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Cleaning products"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Kitchen"", ""Hot water kettle"", ""Outdoor dining area""]",260.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,2025-09-28,0,94,0,3.842777777777778,2.83,4.855555555555556,0,120,39,2.0,0.0,48.0
50538895,156409670,a few days or more,0.33,0.11,0,545,1,1,Downtown Core,Central Region,1.27413,103.84231,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Clothing storage"", ""Dryer"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Cleaning available during stay"", ""Kitchen"", ""Hot water kettle"", ""Shampoo""]",250.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,2025-09-28,0,94,0,3.8603225806451618,2.83,4.8906451612903235,0,120,32,1.0,0.0,48.0
50562391,8978331,a few days or more,0.0,0.0,0,17,1,1,Downtown Core,Central Region,1.28142,103.85374,Private room in condo,Private room,2,1.0,1 private bath,1.0,2.0,"[""Dryer"", ""Gym"", ""Dedicated workspace"", ""Air conditioning"", ""Shared pool"", ""Elevator"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Washer"", ""Hangers"", ""Wifi""]",114.0,92,665,92.0,92.0,665.0,665.0,92.0,665.0,363,2025-09-28,1,93,0,5.0,5.0,5.0,0,11,12,1.0,0.0,48.0
50707898,148161755,within an hour,1.0,0.91,1,31,1,1,Rochor,Central Region,1.29889,103.85178,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Freezer"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Backyard"", ""Single level home"", ""Private entrance"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Breakfast"", ""Air conditioning"", ""Safe"", ""Shared sauna"", ""Elevator"", ""Iron"", ""Shower gel"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Washer"", ""Hangers"", ""Shared gym in building"", ""City skyline view"", ""Long term stays allowed"", ""Heating"", ""Bidet"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Ethernet connection"", ""Bed linens"", ""Microwave"", ""TV with standard cable"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Shared hot tub"", ""Cleaning available during stay"", ""In-House Brand body soap"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Crib"", ""Room-darkening shades"", ""Shampoo"", ""Building staff""]",396.0,6,90,6.0,6.0,90.0,90.0,6.0,90.0,356,2025-09-28,1,86,0,5.0,5.0,5.0,0,31,49,1.0,0.0,1.0
50708702,148161755,within an hour,1.0,0.91,1,31,1,1,Downtown Core,Central Region,1.29769,103.8536,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Freezer"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Wifi"", ""Luggage dropoff allowed"", ""Breakfast"", ""Air conditioning"", ""Safe"", ""Shared sauna"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Shower gel"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Shared backyard \u2013 Fully fenced"", ""Free washer \u2013 In unit"", ""Hangers"", ""Shared gym in building"", ""City skyline view"", ""Long term stays allowed"", ""Heating"", ""Bidet"", ""Body soap"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Ethernet connection"", ""Bed linens"", ""Microwave"", ""TV with standard cable"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Shared hot tub"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Kitchen"", ""Hot water kettle"", ""Crib"", ""Room-darkening shades"", ""Shampoo"", ""Building staff""]",393.0,6,90,6.0,6.0,90.0,90.0,6.0,90.0,343,2025-09-28,5,73,12,5.0,5.0,5.0,0,31,49,1.0,0.0,1.0
50719175,138649185,within a day,0.74,0.12,0,885,1,1,Downtown Core,Central Region,1.27433,103.84194,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Cooking basics"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Clothing storage"", ""Dryer"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Pets allowed"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Cleaning available during stay"", ""Kitchen"", ""Hot water kettle""]",235.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,2025-09-28,0,94,0,4.315322580645162,3.74,4.8906451612903235,0,219,29,1.0,0.0,24.0
50737006,148161755,within an hour,1.0,0.91,1,31,1,1,Rochor,Central Region,1.29726,103.85199,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Backyard"", ""Single level home"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Breakfast"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Shower gel"", ""Washer"", ""Hangers"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Ethernet connection"", ""Bed linens"", ""Microwave"", ""TV with standard cable"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Shared hot tub"", ""Cleaning available during stay"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",358.0,6,90,6.0,6.0,90.0,90.0,6.0,90.0,353,2025-09-28,18,83,36,4.83,4.94,4.94,0,31,38,1.0,0.0,1.0
50822490,148161755,within an hour,1.0,0.91,1,31,1,1,Downtown Core,Central Region,1.29714,103.8535,Private room in serviced apartment,Private room,2,1.0,1 private bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Breakfast"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Hot tub"", ""Washer"", ""Shared backyard \u2013 Fully fenced"", ""Hangers"", ""City skyline view"", ""Long term stays allowed"", ""Heating"", ""Private living room"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Ethernet connection"", ""Bed linens"", ""Microwave"", ""TV with standard cable"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Cleaning available during stay"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",426.0,6,90,6.0,6.0,90.0,90.0,6.0,90.0,354,2025-09-28,3,84,0,5.0,5.0,5.0,0,31,41,1.0,0.0,1.0
50822918,148161755,within an hour,1.0,0.91,1,31,1,1,Rochor,Central Region,1.29706,103.85196,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Breakfast"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Shared backyard \u2013 Fully fenced"", ""Hangers"", ""City skyline view"", ""Long term stays allowed"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Ethernet connection"", ""Bed linens"", ""Microwave"", ""TV with standard cable"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Induction stove"", ""Shared hot tub"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",425.0,6,90,6.0,6.0,90.0,90.0,6.0,90.0,355,2025-09-28,13,85,12,4.77,4.85,4.92,0,31,40,1.0,0.0,1.0
50823263,148161755,within an hour,1.0,0.91,1,31,1,1,Downtown Core,Central Region,1.29692,103.85279,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Freezer"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Clothing storage"", ""Dryer"", ""Luggage dropoff allowed"", ""Breakfast"", ""Air conditioning"", ""Safe"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Shower gel"", ""Drying rack for clothing"", ""Washer"", ""Shared backyard \u2013 Fully fenced"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Bidet"", ""Body soap"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Ethernet connection"", ""Bed linens"", ""Microwave"", ""Sauna"", ""TV with standard cable"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Shared hot tub"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Crib"", ""Room-darkening shades"", ""Shampoo"", ""Building staff""]",393.0,6,90,6.0,6.0,90.0,90.0,6.0,90.0,355,2025-09-28,0,85,0,4.945322580645161,5.0,4.8906451612903235,0,31,49,1.0,0.0,1.0
50823476,148161755,within an hour,1.0,0.91,1,31,1,1,Rochor,Central Region,1.29888,103.85315,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Luggage dropoff allowed"", ""Breakfast"", ""Air conditioning"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Shower gel"", ""Washer"", ""Shared backyard \u2013 Fully fenced"", ""Hangers"", ""Shared gym in building"", ""City skyline view"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Ethernet connection"", ""Bed linens"", ""Microwave"", ""TV with standard cable"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Induction stove"", ""Shared hot tub"", ""Cleaning available during stay"", ""Self check-in"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",473.0,6,90,6.0,6.0,90.0,90.0,6.0,90.0,356,2025-09-28,1,86,0,5.0,5.0,5.0,0,31,40,1.0,0.0,1.0
50823783,148161755,within an hour,1.0,0.91,1,31,1,1,Rochor,Central Region,1.29686,103.85213,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Single level home"", ""Private entrance"", ""Free parking on premises"", ""Wifi"", ""Luggage dropoff allowed"", ""Breakfast"", ""Air conditioning"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Shower gel"", ""Shared backyard \u2013 Fully fenced"", ""Free washer \u2013 In unit"", ""Hangers"", ""Shared gym in building"", ""City skyline view"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Hot water"", ""Ethernet connection"", ""Bed linens"", ""Microwave"", ""TV with standard cable"", ""Stove"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Shared hot tub"", ""Cleaning available during stay"", ""Exercise equipment"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Kitchen"", ""Crib"", ""Shampoo"", ""Building staff""]",498.0,6,90,6.0,6.0,90.0,90.0,6.0,90.0,355,2025-09-28,0,85,0,4.879861111111111,5.0,4.759722222222222,0,31,41,1.0,0.0,1.0
50844665,32232191,within a day,1.0,1.0,0,3,1,1,Tanglin,Central Region,1.2931220531463623,103.83050537109376,Private room in condo,Private room,1,1.0,1 private bath,1.0,1.0,"[""Private patio or balcony"", ""Dishes and silverware"", ""Freezer"", ""Refrigerator"", ""First aid kit"", ""Hair dryer"", ""Single level home"", ""Private entrance"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""AC - split type ductless system"", ""Dining table"", ""Mini fridge"", ""Shared pool"", ""Shared sauna"", ""Elevator"", ""Iron"", ""Shower gel"", ""Drying rack for clothing"", ""Free residential garage on premises"", ""Free washer \u2013 In unit"", ""42 inch HDTV with Netflix"", ""Hangers"", ""City skyline view"", ""Shared gym in building"", ""Long term stays allowed"", ""Lockbox"", ""Books and reading material"", ""Body soap"", ""BBQ grill"", ""Hot water"", ""Bed linens"", ""Waterfront"", ""Clothing storage: closet and dresser"", ""Bathtub"", ""Fast wifi \u2013 539 Mbps"", ""Cleaning products"", ""Essentials"", ""Cleaning available during stay"", ""Exercise equipment"", ""Wine glasses"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Shampoo""]",126.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,358,2025-09-28,2,88,0,5.0,5.0,5.0,0,3,46,1.0,0.0,24.0
51002244,67840264,within a few hours,0.7979322638146167,0.7049006010171058,0,1,1,1,Clementi,West Region,1.31979,103.75252,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Dryer"", ""Pets allowed"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Air conditioning"", ""Pool"", ""First aid kit"", ""Elevator"", ""Hot water"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer"", ""Lock on bedroom door"", ""Shampoo"", ""Wifi""]",400.0,92,365,92.0,92.0,365.0,365.0,92.0,365.0,270,2025-09-28,0,95,0,4.448966131907309,4.297932263814617,4.6,1,1,17,0.0,1.0,14.3373440285205
51076382,328013026,within an hour,0.96,1.0,0,9,1,1,Rochor,Central Region,1.30663,103.85602,Room in boutique hotel,Private room,2,1.0,1 shared bath,1.0,1.0,"[""First aid kit"", ""Hair dryer"", ""Cooking basics"", ""Exterior security cameras on property"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Elevator"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""TV"", ""Smart lock"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Self check-in"", ""Kitchen"", ""Shampoo""]",375.0,1,365,1.0,1.0,365.0,1125.0,1.0,550.3,271,2025-09-28,275,90,255,4.54,4.77,4.68,1,6,20,0.0,1.0,1.0
51131949,299971996,within an hour,0.99,1.0,1,7,1,1,Downtown Core,Central Region,1.27793,103.84522,Room in boutique hotel,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Air conditioning"", ""TV"", ""First aid kit"", ""Elevator"", ""Smart lock"", ""Hair dryer"", ""Iron"", ""Cooking basics"", ""Self check-in"", ""Kitchen"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Shampoo"", ""Wifi""]",314.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,359,2025-09-28,67,89,108,4.69,4.87,4.9,1,7,17,0.0,1.0,1.0
51223656,8978331,a few days or more,0.0,0.0,0,17,1,1,Downtown Core,Central Region,1.28101,103.85378,Private room in condo,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Dryer"", ""Gym"", ""Dedicated workspace"", ""Air conditioning"", ""Shared pool"", ""Elevator"", ""Iron"", ""Kitchen"", ""Washer"", ""Free parking on premises"", ""Hangers"", ""Wifi""]",80.0,92,356,92.0,92.0,356.0,356.0,92.0,356.0,335,2025-09-28,1,65,0,5.0,5.0,5.0,0,11,12,0.0,1.0,48.0
51337824,138649185,within a day,0.74,0.12,0,885,1,1,River Valley,Central Region,1.2983,103.83294,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Freezer"", ""Refrigerator"", ""First aid kit"", ""Cooking basics"", ""Patio or balcony"", ""Wifi"", ""Clothing storage"", ""Dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Iron"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Toaster"", ""Long term stays allowed"", ""BBQ grill"", ""Extra pillows and blankets"", ""TV"", ""Paid parking on premises"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Wine glasses"", ""Kitchen"", ""Hot water kettle""]",327.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,2025-09-28,0,94,0,4.214315476190476,3.74,4.688630952380953,0,219,39,1.0,0.0,24.0
51338514,138649185,within a day,0.74,0.12,0,885,1,1,Queenstown,Central Region,1.29509,103.80579,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Oven"", ""Dishes and silverware"", ""Freezer"", ""Refrigerator"", ""First aid kit"", ""Cooking basics"", ""Backyard"", ""Patio or balcony"", ""Wifi"", ""Clothing storage"", ""Dryer"", ""Air conditioning"", ""Dining table"", ""Elevator"", ""Iron"", ""Drying rack for clothing"", ""Washer"", ""Fire extinguisher"", ""Hangers"", ""Toaster"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""TV"", ""Paid parking on premises"", ""Smoking allowed"", ""Hot water"", ""Microwave"", ""Bed linens"", ""Paid parking off premises"", ""Bathtub"", ""Stove"", ""Smoke alarm"", ""Gym"", ""Essentials"", ""Dedicated workspace"", ""Pool"", ""Cleaning available during stay"", ""Kitchen"", ""Hot water kettle""]",239.0,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,364,2025-09-28,0,94,0,4.092777777777778,3.74,4.445555555555555,0,219,39,1.0,0.0,24.0
